user_id,region,register_date,age,gender
6475,3,17/04/22 21.46,22,M
6478,2,17/04/22 16.34,22,M
6483,4,18/04/22 16.21,22,M
6501,3,17/04/22 04.51,22,F
6515,3,19/04/22 00.08,22,M
6540,1,18/04/22 05.30,22,M
6542,2,19/04/22 12.31,22,F
6556,2,19/04/22 22.09,22,F
6573,4,19/04/22 05.23,22,F
6606,1,18/04/22 22.34,22,M
6618,1,18/04/22 22.15,22,F
6649,3,21/04/22 23.03,22,F
6663,2,21/04/22 21.24,22,F
6687,5,22/04/22 08.33,22,F
6708,3,22/04/22 19.30,22,F
6722,3,22/04/22 15.08,22,F
6724,3,23/04/22 01.17,22,M
6733,2,21/04/22 20.02,22,F
6743,2,22/04/22 07.23,22,F
6748,4,23/04/22 00.19,22,M
6788,1,23/04/22 06.52,22,F
6794,2,24/04/22 05.48,22,F
6795,2,22/04/22 15.21,22,M
6803,1,24/04/22 02.51,22,F
6812,2,23/04/22 04.54,22,M
6850,2,24/04/22 09.47,22,M
6856,2,23/04/22 10.59,22,M
6858,5,25/04/22 03.14,22,M
6862,2,24/04/22 09.47,22,M
6865,1,23/04/22 06.42,22,M
6958,3,25/04/22 14.39,22,F
7021,2,26/04/22 03.01,22,F
7042,4,25/04/22 16.24,22,F
7053,2,24/04/22 21.26,22,M
7064,2,26/04/22 14.37,22,M
7065,2,25/04/22 05.52,22,F
7083,2,27/04/22 04.27,22,F
7090,1,24/04/22 21.45,22,M
7100,1,26/04/22 18.02,22,M
7116,3,25/04/22 16.51,22,M
7128,4,27/04/22 06.28,22,F
7132,2,27/04/22 04.11,22,F
7133,2,26/04/22 12.54,22,F
7142,2,25/04/22 22.45,22,F
7172,3,25/04/22 08.09,22,F
7230,2,27/04/22 22.32,22,M
7232,3,27/04/22 03.32,22,F
7249,2,28/04/22 12.13,22,M
7252,3,28/04/22 18.09,22,F
7279,1,28/04/22 11.43,22,M
7300,2,29/04/22 10.35,22,F
7324,2,27/04/22 10.48,22,F
7349,3,28/04/22 07.30,22,F
7365,1,29/04/22 00.35,22,M
7412,1,30/04/22 03.25,22,F
7420,3,28/04/22 05.14,22,F
7437,2,28/04/22 07.33,22,F
7444,3,27/04/22 16.14,22,F
7463,3,30/04/22 07.38,22,M
7482,1,29/04/22 05.16,22,M
7503,2,30/04/22 10.09,22,F
7524,2,28/04/22 13.25,22,F
7532,2,29/04/22 20.39,22,M
7549,2,28/04/22 14.52,22,M
7573,1,28/04/22 23.23,22,F
7586,2,30/04/22 06.26,22,F
7595,3,30/04/22 14.11,22,F
7600,5,30/04/22 10.08,22,F
7615,3,30/04/22 23.10,22,F
7616,2,01/05/22 08.05,22,F
7618,3,01/05/22 05.43,22,F
7700,1,30/04/22 16.34,22,F
7702,3,01/05/22 07.59,22,M
7711,2,30/04/22 19.39,22,F
7717,3,30/04/22 02.41,22,M
7764,3,30/04/22 14.49,22,F
7818,1,02/05/22 04.26,22,F
7825,2,29/04/22 15.14,22,F
7833,2,02/05/22 11.04,22,F
7834,2,01/05/22 11.02,22,F
7842,3,30/04/22 23.10,22,M
7859,4,30/04/22 08.52,22,F
7879,1,01/05/22 19.39,22,M
7881,2,02/05/22 19.05,22,F
7899,1,02/05/22 11.14,22,F
7920,3,02/05/22 12.19,22,F
7935,5,01/05/22 23.56,22,F
7962,2,03/05/22 15.21,22,M
7982,2,02/05/22 00.45,22,F
8004,2,03/05/22 03.17,22,M
8030,5,03/05/22 10.29,22,F
8036,4,03/05/22 15.39,22,M
8039,4,02/05/22 21.40,22,F
8046,1,03/05/22 18.45,22,F
8081,3,03/05/22 12.31,22,F
8085,2,03/05/22 03.52,22,F
8095,5,04/05/22 12.18,22,F
8098,3,02/05/22 10.51,22,M
8099,4,04/05/22 11.36,22,M
8108,2,04/05/22 20.40,22,F
8125,2,02/05/22 20.23,22,M
8136,3,03/05/22 23.58,22,F
8139,3,05/05/22 04.56,22,F
8150,2,05/05/22 22.55,22,F
8152,2,04/05/22 13.20,22,M
8158,2,03/05/22 14.29,22,F
8230,2,06/05/22 11.55,22,F
8251,4,04/05/22 20.47,22,F
8258,2,05/05/22 20.24,22,M
8259,4,06/05/22 20.39,22,F
8267,1,06/05/22 04.00,22,F
8268,3,04/05/22 23.01,22,M
8293,2,07/05/22 08.36,22,M
8302,4,05/05/22 17.14,22,F
8305,5,06/05/22 08.06,22,M
8315,4,05/05/22 07.49,22,M
8325,3,05/05/22 21.33,22,F
8348,3,06/05/22 05.20,22,F
8360,4,07/05/22 20.27,22,F
8413,2,08/05/22 10.00,22,M
8430,2,07/05/22 20.52,22,F
8440,2,07/05/22 18.04,22,F
8444,4,09/05/22 09.29,22,F
8450,5,06/05/22 22.11,22,F
8453,2,09/05/22 15.26,22,F
8463,2,09/05/22 05.23,22,M
8510,2,10/05/22 13.39,22,M
8513,1,10/05/22 14.28,22,F
8540,2,08/05/22 18.28,22,M
8544,2,10/05/22 16.21,22,M
8556,2,11/05/22 06.05,22,M
8571,2,11/05/22 04.08,22,F
8574,1,11/05/22 09.06,22,F
8575,2,10/05/22 06.24,22,F
8579,2,10/05/22 18.32,22,F
8593,2,11/05/22 18.28,22,M
8612,1,10/05/22 02.45,22,M
8614,1,12/05/22 18.26,22,M
8617,3,12/05/22 23.02,22,M
8621,1,10/05/22 08.01,22,F
8708,2,13/05/22 02.23,22,F
8724,1,13/05/22 06.59,22,F
8754,2,13/05/22 08.25,22,F
8758,2,15/05/22 04.10,22,F
8791,1,15/05/22 13.13,22,F
8795,2,16/05/22 11.37,22,M
8805,2,15/05/22 15.53,22,F
8814,2,15/05/22 15.15,22,F
8834,2,17/05/22 03.29,22,F
8890,2,18/05/22 07.17,22,F
8921,1,17/05/22 05.38,22,F
8927,2,17/05/22 14.43,22,M
8938,3,17/05/22 09.18,22,M
8939,2,17/05/22 10.28,22,F
8944,1,16/05/22 10.49,22,F
8975,2,19/05/22 09.50,22,F
8980,3,18/05/22 21.23,22,F
8990,2,18/05/22 08.51,22,M
9016,5,20/05/22 10.32,22,M
9035,5,19/05/22 12.45,22,M
9051,1,20/05/22 21.08,22,F
9059,2,20/05/22 13.46,22,M
9083,2,21/05/22 02.40,22,F
9093,3,20/05/22 13.37,22,F
9096,2,21/05/22 12.35,22,M
9102,2,22/05/22 01.46,22,F
9104,1,21/05/22 05.44,22,M
9109,2,20/05/22 07.59,22,F
9110,5,21/05/22 15.44,22,F
9111,1,21/05/22 15.28,22,F
9112,2,20/05/22 01.37,22,F
9124,4,21/05/22 23.48,22,F
9126,2,19/05/22 14.05,22,F
9151,1,22/05/22 11.41,22,F
9152,4,20/05/22 04.02,22,M
9192,4,23/05/22 05.39,22,M
9211,5,22/05/22 17.56,22,F
9225,2,22/05/22 04.44,22,F
9228,1,22/05/22 19.25,22,M
9234,2,21/05/22 07.03,22,F
9242,2,23/05/22 04.49,22,F
9249,2,22/05/22 08.33,22,M
9265,2,22/05/22 13.00,22,M
9271,1,22/05/22 12.10,22,M
9273,2,23/05/22 19.16,22,F
9281,3,22/05/22 15.42,22,M
9286,2,23/05/22 23.50,22,F
9292,3,23/05/22 12.25,22,M
9326,1,23/05/22 21.56,22,F
9366,2,25/05/22 06.50,22,F
9371,1,25/05/22 16.07,22,M
9390,2,24/05/22 04.49,22,F
9454,3,24/05/22 20.12,22,M
9460,2,26/05/22 11.25,22,M
9463,1,25/05/22 20.13,22,F
9465,2,23/05/22 22.55,22,M
9493,2,25/05/22 20.06,22,F
9509,3,25/05/22 12.29,22,F
9515,2,26/05/22 05.35,22,F
9553,1,27/05/22 08.05,22,M
9554,4,25/05/22 04.21,22,F
9574,2,27/05/22 02.13,22,M
9580,3,26/05/22 16.09,22,F
9582,2,27/05/22 07.56,22,M
9589,1,25/05/22 21.22,22,M
9590,2,26/05/22 23.19,22,F
9591,2,25/05/22 16.15,22,M
9592,1,25/05/22 19.16,22,F
9599,2,26/05/22 15.37,22,F
9606,3,27/05/22 03.40,22,F
9629,1,26/05/22 17.50,22,F
9640,2,27/05/22 15.24,22,M
9642,5,27/05/22 18.01,22,M
9644,2,25/05/22 21.13,22,F
9662,1,26/05/22 11.42,22,F
9685,2,25/05/22 19.25,22,F
9686,2,25/05/22 18.59,22,F
9693,2,27/05/22 16.56,22,M
9713,1,27/05/22 01.53,22,F
9715,3,27/05/22 08.02,22,M
9723,2,28/05/22 00.20,22,F
9726,1,28/05/22 04.29,22,F
9730,4,27/05/22 15.58,22,M
9733,4,27/05/22 02.39,22,M
9735,3,27/05/22 03.01,22,F
9739,1,28/05/22 09.27,22,F
9744,2,28/05/22 07.57,22,F
9762,2,26/05/22 15.27,22,M
9766,3,27/05/22 21.21,22,F
9770,3,28/05/22 18.51,22,F
9774,3,26/05/22 23.58,22,F
9786,3,26/05/22 20.06,22,M
9802,2,28/05/22 21.00,22,M
9833,4,28/05/22 10.52,22,F
9841,1,26/05/22 21.00,22,F
9848,1,28/05/22 11.16,22,F
9861,3,28/05/22 16.48,22,M
9878,2,27/05/22 13.57,22,F
9897,2,28/05/22 20.17,22,F
9909,2,29/05/22 07.05,22,F
9928,2,28/05/22 15.39,22,M
9935,4,28/05/22 11.52,22,F
9949,2,30/05/22 01.24,22,M
9950,2,29/05/22 10.51,22,M
9955,3,29/05/22 02.42,22,F
9973,1,30/05/22 12.08,22,F
9976,2,29/05/22 16.27,22,F
9985,2,30/05/22 06.04,22,F
9990,2,29/05/22 01.03,22,M
10014,2,29/05/22 06.59,22,F
10024,1,30/05/22 17.40,22,F
10050,2,29/05/22 23.25,22,M
10054,2,30/05/22 02.28,22,F
10064,2,30/05/22 05.44,22,M
10066,3,29/05/22 19.24,22,F
10073,2,30/05/22 23.38,22,F
10080,2,31/05/22 07.30,22,M
10092,2,31/05/22 06.12,22,M
10100,1,31/05/22 09.19,22,F
10122,2,31/05/22 03.33,22,F
10125,3,31/05/22 13.16,22,F
10132,1,01/06/22 00.26,22,F
10136,2,31/05/22 22.41,22,M
10144,3,31/05/22 11.42,22,M
10145,4,29/05/22 14.33,22,M
10147,2,31/05/22 12.06,22,F
10159,3,31/05/22 16.36,22,M
10190,1,01/06/22 11.10,22,M
10199,3,29/05/22 23.22,22,M
10220,2,31/05/22 12.55,22,F
10231,2,31/05/22 06.46,22,M
10252,5,31/05/22 04.03,22,M
10256,3,01/06/22 09.59,22,M
10263,2,30/05/22 17.51,22,M
10265,3,31/05/22 14.15,22,F
10266,4,31/05/22 17.55,22,F
10267,2,01/06/22 05.26,22,F
10286,1,30/05/22 13.28,22,F
10296,2,31/05/22 22.42,22,F
10321,1,31/05/22 07.52,22,F
10338,2,02/06/22 06.27,22,M
10354,2,01/06/22 06.13,22,M
10373,1,01/06/22 00.10,22,M
10374,2,31/05/22 05.47,22,F
10378,2,31/05/22 04.33,22,F
10387,3,03/06/22 01.27,22,F
10390,1,31/05/22 07.04,22,M
10405,3,31/05/22 18.24,22,M
10406,2,02/06/22 10.11,22,F
10428,4,02/06/22 13.27,22,F
10438,2,01/06/22 10.40,22,M
10439,2,02/06/22 11.51,22,M
10440,2,02/06/22 10.17,22,M
10452,4,03/06/22 11.14,22,F
10460,1,02/06/22 12.44,22,F
10461,4,03/06/22 14.17,22,M
10466,2,03/06/22 03.58,22,M
10478,2,03/06/22 03.47,22,M
10480,2,02/06/22 04.41,22,M
10484,2,03/06/22 17.23,22,F
10492,2,02/06/22 12.38,22,M
10505,3,02/06/22 07.52,22,F
10527,2,04/06/22 03.23,22,F
10531,1,03/06/22 07.49,22,F
10550,2,01/06/22 22.47,22,F
10554,2,03/06/22 02.18,22,F
10580,4,02/06/22 19.22,22,F
10582,2,03/06/22 23.15,22,M
10592,2,02/06/22 11.28,22,F
10604,4,04/06/22 05.15,22,F
10618,1,04/06/22 06.27,22,F
10621,5,04/06/22 16.59,22,F
10629,2,04/06/22 01.43,22,F
10633,4,03/06/22 03.25,22,F
10638,1,05/06/22 09.50,22,F
10640,2,05/06/22 01.36,22,F
10644,3,03/06/22 19.27,22,M
10653,2,05/06/22 14.08,22,M
10660,3,03/06/22 20.20,22,M
10664,2,04/06/22 20.08,22,F
10694,2,04/06/22 15.54,22,M
10698,2,05/06/22 09.26,22,F
10702,2,05/06/22 00.45,22,F
10708,2,04/06/22 08.38,22,F
10715,2,05/06/22 10.36,22,F
10720,2,05/06/22 12.14,22,F
10728,4,05/06/22 07.04,22,M
10730,2,05/06/22 06.09,22,M
10752,2,05/06/22 06.43,22,F
10762,2,04/06/22 23.57,22,F
10807,2,05/06/22 14.22,22,M
10815,3,06/06/22 10.14,22,F
10850,4,07/06/22 22.22,22,F
10865,4,06/06/22 18.27,22,F
10880,2,06/06/22 21.27,22,F
10883,2,08/06/22 03.34,22,M
10906,1,08/06/22 13.58,22,F
10911,3,08/06/22 07.48,22,F
10933,4,06/06/22 15.02,22,M
10935,2,08/06/22 22.37,22,F
10941,2,07/06/22 06.34,22,M
10942,1,08/06/22 07.25,22,M
10956,1,09/06/22 07.42,22,F
10959,2,07/06/22 17.56,22,M
10961,3,07/06/22 22.38,22,F
10962,2,09/06/22 11.06,22,F
10982,4,09/06/22 18.58,22,M
11004,1,09/06/22 10.55,22,M
11025,1,10/06/22 14.13,22,M
11031,2,09/06/22 10.43,22,F
11048,4,08/06/22 12.48,22,F
11100,2,11/06/22 07.42,22,M
11108,2,11/06/22 20.26,22,M
11115,2,11/06/22 01.20,22,M
11117,3,10/06/22 20.11,22,F
11120,3,10/06/22 11.19,22,M
11125,2,10/06/22 23.57,22,M
11147,1,11/06/22 12.58,22,F
11155,1,12/06/22 14.04,22,M
11159,1,10/06/22 14.32,22,F
11160,1,12/06/22 22.19,22,M
11168,2,12/06/22 14.42,22,F
11173,2,11/06/22 03.35,22,M
11176,2,11/06/22 19.46,22,M
11177,1,12/06/22 14.31,22,F
11178,2,10/06/22 23.05,22,M
11181,1,13/06/22 17.05,22,F
11183,5,12/06/22 16.30,22,F
11185,2,12/06/22 23.54,22,M
11187,3,12/06/22 09.29,22,F
11194,3,13/06/22 14.12,22,F
11198,4,12/06/22 16.53,22,F
11203,3,11/06/22 21.19,22,F
11206,4,13/06/22 21.58,22,F
11214,5,12/06/22 00.45,22,F
11222,2,12/06/22 14.19,22,F
11233,1,12/06/22 13.32,22,M
11234,1,13/06/22 06.32,22,F
11246,1,13/06/22 14.29,22,M
11249,3,13/06/22 22.14,22,F
11262,4,13/06/22 17.57,22,F
11276,1,14/06/22 04.15,22,M
11280,4,15/06/22 07.10,22,M
11287,3,15/06/22 16.06,22,F
11299,1,14/06/22 13.14,22,F
11308,2,16/06/22 14.39,22,F
11317,3,15/06/22 08.16,22,M
11323,1,14/06/22 23.27,22,M
11336,2,17/06/22 02.29,22,M
11340,2,15/06/22 06.02,22,F
11345,1,15/06/22 12.53,22,F
11360,5,14/06/22 20.22,22,F
11361,3,14/06/22 18.16,22,F
11373,4,16/06/22 20.02,22,M
11374,2,17/06/22 16.03,22,F
11375,4,17/06/22 10.01,22,F
11411,2,17/06/22 19.46,22,F
11421,4,17/06/22 08.43,22,M
11429,5,18/06/22 14.55,22,M
11440,3,18/06/22 06.48,22,F
11441,2,19/06/22 00.32,22,F
11445,2,17/06/22 02.17,22,M
11446,1,18/06/22 03.08,22,M
11478,3,18/06/22 09.51,22,F
11486,4,19/06/22 00.41,22,M
11516,4,17/06/22 21.39,22,F
11523,4,18/06/22 09.11,22,F
11530,2,20/06/22 00.08,22,F
11538,1,19/06/22 02.24,22,F
11540,4,18/06/22 10.20,22,M
11554,3,19/06/22 19.04,22,F
11560,4,19/06/22 17.37,22,F
11578,1,19/06/22 23.53,22,M
11587,2,20/06/22 14.13,22,F
11621,2,19/06/22 07.19,22,F
11635,1,21/06/22 00.03,22,F
11638,5,21/06/22 09.43,22,M
11646,3,22/06/22 02.13,22,M
11666,2,21/06/22 09.35,22,F
11678,1,21/06/22 09.38,22,M
11683,3,22/06/22 15.33,22,F
11684,4,22/06/22 20.40,22,F
11703,2,20/06/22 23.43,22,F
11704,2,20/06/22 19.09,22,M
11713,4,22/06/22 09.59,22,F
11720,3,21/06/22 22.43,22,M
11731,2,22/06/22 09.47,22,F
11732,2,23/06/22 09.52,22,F
11758,2,24/06/22 05.07,22,F
11761,2,24/06/22 07.36,22,F
11779,2,23/06/22 00.01,22,M
11792,3,24/06/22 21.02,22,M
11808,3,25/06/22 02.36,22,F
11815,2,23/06/22 13.16,22,F
11821,1,24/06/22 03.33,22,M
11823,2,23/06/22 08.12,22,F
11835,3,24/06/22 15.48,22,F
11839,1,23/06/22 06.37,22,M
11842,3,23/06/22 06.12,22,F
11854,2,25/06/22 06.38,22,F
11857,3,25/06/22 10.10,22,F
11859,1,24/06/22 17.43,22,F
11873,2,25/06/22 02.10,22,F
11877,3,24/06/22 09.38,22,F
11898,2,24/06/22 12.00,22,M
11929,4,25/06/22 08.50,22,F
11936,2,25/06/22 07.37,22,F
11968,1,25/06/22 20.11,22,F
11986,2,25/06/22 08.57,22,F
12001,2,25/06/22 11.45,22,M
12025,2,26/06/22 09.31,22,M
12030,4,26/06/22 03.52,22,M
12031,3,23/06/22 15.51,22,F
12052,2,25/06/22 20.13,22,F
12058,2,24/06/22 08.23,22,M
12075,2,26/06/22 12.52,22,M
12080,4,24/06/22 10.01,22,M
12082,3,26/06/22 07.08,22,M
12084,2,25/06/22 16.23,22,F
12092,2,25/06/22 18.08,22,M
12108,5,25/06/22 22.28,22,F
12120,5,27/06/22 05.07,22,F
12130,2,26/06/22 08.47,22,M
12138,1,27/06/22 09.43,22,M
12147,1,25/06/22 17.26,22,M
12149,2,24/06/22 22.35,22,M
12153,2,26/06/22 19.26,22,M
12166,1,26/06/22 20.50,22,F
12176,1,27/06/22 00.31,22,F
12185,2,26/06/22 21.36,22,M
12198,2,26/06/22 17.03,22,M
12224,3,27/06/22 07.03,22,M
12233,1,27/06/22 12.17,22,F
12235,2,28/06/22 03.10,22,M
12242,4,27/06/22 20.06,22,M
12267,2,28/06/22 13.06,22,F
12276,2,26/06/22 05.38,22,F
12291,1,28/06/22 18.21,22,M
12302,2,27/06/22 18.10,22,M
12316,2,26/06/22 14.37,22,M
12319,2,27/06/22 17.31,22,F
12322,2,27/06/22 11.02,22,F
12324,5,27/06/22 16.20,22,F
12328,1,28/06/22 17.37,22,F
12340,3,27/06/22 02.48,22,F
12348,2,28/06/22 17.19,22,F
12352,2,26/06/22 15.59,22,F
12367,1,26/06/22 16.32,22,F
12371,2,27/06/22 13.52,22,F
12385,1,29/06/22 09.07,22,F
12392,1,28/06/22 20.42,22,F
12396,3,29/06/22 09.12,22,F
12410,1,27/06/22 17.01,22,F
12417,2,29/06/22 19.33,22,F
12420,3,27/06/22 06.19,22,M
12430,3,28/06/22 18.25,22,F
12439,2,29/06/22 22.07,22,F
12448,4,29/06/22 15.33,22,F
12451,2,30/06/22 07.19,22,F
12454,2,30/06/22 11.03,22,M
12489,2,27/06/22 23.14,22,F
12495,2,28/06/22 13.41,22,F
12502,1,29/06/22 18.29,22,F
12523,5,30/06/22 23.32,22,M
12567,5,30/06/22 04.10,22,M
12611,5,30/06/22 11.04,22,F
12618,2,30/06/22 20.28,22,M
12619,2,29/06/22 22.15,22,F
12620,4,30/06/22 07.30,22,M
12624,2,01/07/22 00.51,22,F
12653,3,29/06/22 00.49,22,F
12661,2,30/06/22 13.30,22,F
12675,2,01/07/22 00.52,22,M
12676,3,29/06/22 08.24,22,F
12678,1,30/06/22 10.39,22,M
12679,4,29/06/22 20.11,22,F
12681,5,01/07/22 00.06,22,F
12691,1,30/06/22 18.39,22,F
12703,2,01/07/22 08.42,22,M
12705,3,29/06/22 18.15,22,F
12709,1,01/07/22 03.48,22,M
12711,3,01/07/22 11.31,22,F
12715,1,29/06/22 09.06,22,M
12722,2,30/06/22 03.18,22,F
12731,2,01/07/22 07.29,22,M
12739,4,30/06/22 17.32,22,F
12753,2,01/07/22 04.08,22,F
12767,2,01/07/22 01.51,22,F
12800,1,02/07/22 06.53,22,M
12803,4,30/06/22 13.37,22,M
12805,2,01/07/22 04.00,22,F
12806,2,01/07/22 16.36,22,F
12814,2,30/06/22 10.45,22,F
12840,2,02/07/22 11.16,22,F
12843,2,01/07/22 10.53,22,F
12853,1,01/07/22 09.32,22,F
12875,2,30/06/22 07.59,22,M
12893,2,30/06/22 20.15,22,F
12901,2,30/06/22 14.14,22,M
12902,2,30/06/22 04.37,22,F
12904,2,01/07/22 10.41,22,M
12921,2,30/06/22 05.33,22,F
12924,2,30/06/22 17.59,22,F
12933,1,02/07/22 11.42,22,M
12944,3,02/07/22 09.22,22,F
12952,1,30/06/22 10.24,22,F
12962,3,02/07/22 15.10,22,M
12983,1,30/06/22 09.13,22,F
13019,4,03/07/22 06.59,22,M
13034,4,02/07/22 20.02,22,F
13056,1,02/07/22 18.34,22,M
13067,3,02/07/22 17.31,22,F
13069,2,02/07/22 00.40,22,F
13071,3,02/07/22 20.25,22,M
13093,1,02/07/22 10.33,22,M
13096,2,02/07/22 00.20,22,F
13103,3,02/07/22 09.58,22,M
13104,3,02/07/22 06.22,22,M
13109,2,02/07/22 12.27,22,F
13110,1,02/07/22 19.42,22,F
13117,1,03/07/22 23.11,22,F
13134,5,04/07/22 02.01,22,M
13138,2,02/07/22 09.02,22,M
13139,1,03/07/22 13.57,22,F
13142,2,03/07/22 06.51,22,F
13144,3,01/07/22 16.17,22,F
13145,1,02/07/22 00.59,22,F
13158,2,04/07/22 10.35,22,M
13163,2,04/07/22 02.28,22,F
13168,2,03/07/22 02.54,22,M
13190,3,05/07/22 02.04,22,M
13195,1,04/07/22 08.51,22,M
13202,2,03/07/22 22.36,22,F
13209,2,02/07/22 17.27,22,M
13211,2,04/07/22 19.48,22,F
13219,5,04/07/22 10.04,22,F
13227,3,03/07/22 23.51,22,M
13279,2,05/07/22 21.17,22,F
13323,5,06/07/22 06.57,22,F
13334,3,06/07/22 17.17,22,F
13350,1,07/07/22 17.34,22,F
13352,2,07/07/22 08.03,22,F
13360,2,07/07/22 16.14,22,M
13386,2,07/07/22 11.30,22,F
13406,3,06/07/22 21.24,22,F
13413,3,08/07/22 05.22,22,M
13420,1,08/07/22 02.45,22,M
13424,5,07/07/22 13.08,22,M
13451,3,08/07/22 23.02,22,M
13462,2,08/07/22 18.28,22,M
13466,2,09/07/22 04.49,22,F
13479,3,08/07/22 23.04,22,M
13488,3,08/07/22 12.28,22,F
13499,1,08/07/22 19.10,22,F
13527,3,08/07/22 19.43,22,F
13530,2,07/07/22 21.09,22,F
13536,3,09/07/22 01.59,22,F
13556,1,08/07/22 20.22,22,M
13560,1,09/07/22 08.52,22,F
13577,2,10/07/22 01.03,22,F
13586,3,09/07/22 04.33,22,F
13589,1,09/07/22 18.06,22,F
13593,4,08/07/22 17.40,22,M
13611,1,10/07/22 12.56,22,M
13613,3,10/07/22 14.45,22,M
13629,2,09/07/22 20.33,22,M
13633,2,09/07/22 08.15,22,F
13641,3,10/07/22 06.13,22,F
13649,5,08/07/22 18.27,22,F
13657,3,09/07/22 17.10,22,F
13666,1,08/07/22 23.18,22,F
13669,1,11/07/22 07.39,22,F
13675,1,10/07/22 14.57,22,F
13677,1,11/07/22 17.54,22,M
13687,2,11/07/22 17.43,22,M
13704,5,10/07/22 18.36,22,M
13722,4,11/07/22 02.08,22,F
13745,4,12/07/22 12.09,22,F
13748,3,13/07/22 03.06,22,F
13757,1,13/07/22 01.13,22,F
13761,1,12/07/22 10.30,22,M
13775,2,11/07/22 21.04,22,M
13790,3,11/07/22 10.14,22,F
13798,1,13/07/22 09.27,22,M
13804,5,13/07/22 19.47,22,F
13808,2,13/07/22 14.04,22,F
13817,2,12/07/22 22.01,22,M
13819,1,13/07/22 21.48,22,F
13825,2,13/07/22 09.00,22,M
13827,1,13/07/22 02.48,22,F
13872,2,15/07/22 01.22,22,M
13879,2,15/07/22 05.27,22,M
13884,5,15/07/22 01.37,22,F
13890,3,14/07/22 23.57,22,F
13904,1,13/07/22 06.37,22,M
13905,2,14/07/22 22.25,22,F
13908,4,15/07/22 20.46,22,M
13909,3,15/07/22 11.35,22,F
13910,2,15/07/22 00.52,22,F
13913,1,14/07/22 18.01,22,M
13944,2,16/07/22 03.58,22,F
13954,2,15/07/22 07.45,22,F
14007,3,16/07/22 19.31,22,F
14013,2,17/07/22 05.13,22,M
14014,2,14/07/22 22.05,22,M
14022,2,15/07/22 18.20,22,F
14024,1,17/07/22 13.02,22,M
14025,5,16/07/22 17.25,22,F
14028,2,16/07/22 04.21,22,M
14030,3,16/07/22 11.20,22,F
14035,2,15/07/22 11.36,22,M
14036,2,15/07/22 16.50,22,F
14055,3,16/07/22 03.37,22,M
14064,2,17/07/22 20.47,22,F
14066,3,16/07/22 17.47,22,F
14069,2,16/07/22 18.08,22,F
14071,3,15/07/22 23.40,22,M
14085,5,18/07/22 07.23,22,M
14092,3,16/07/22 02.07,22,F
14098,2,18/07/22 04.54,22,F
14103,4,16/07/22 14.38,22,F
14116,2,18/07/22 17.37,22,F
14121,3,17/07/22 07.09,22,M
14123,2,17/07/22 14.20,22,M
14137,2,19/07/22 04.33,22,M
14139,5,17/07/22 21.45,22,F
14154,2,19/07/22 09.05,22,F
14167,5,19/07/22 01.45,22,F
14172,1,17/07/22 22.52,22,F
14183,4,19/07/22 10.38,22,F
14185,1,16/07/22 22.08,22,F
14192,2,19/07/22 00.53,22,M
14201,2,19/07/22 12.41,22,F
14202,1,19/07/22 08.36,22,F
14207,4,19/07/22 21.48,22,M
14227,1,20/07/22 01.02,22,F
14231,4,20/07/22 13.07,22,F
14251,2,19/07/22 05.47,22,F
14259,2,20/07/22 21.54,22,M
14260,4,20/07/22 00.08,22,F
14264,1,19/07/22 19.30,22,F
14274,2,21/07/22 10.15,22,F
14282,3,20/07/22 16.08,22,M
14283,3,21/07/22 14.16,22,F
14292,3,18/07/22 17.01,22,M
14299,3,19/07/22 05.34,22,F
14301,2,21/07/22 16.40,22,F
14302,4,19/07/22 20.17,22,F
14303,2,21/07/22 12.24,22,F
14314,1,20/07/22 18.05,22,M
14324,1,20/07/22 16.28,22,F
14344,1,20/07/22 09.34,22,F
14347,2,20/07/22 07.59,22,M
14354,1,21/07/22 18.24,22,F
14363,2,20/07/22 06.03,22,F
14364,1,22/07/22 13.22,22,F
14372,2,21/07/22 07.58,22,M
14389,5,22/07/22 01.22,22,F
14394,1,22/07/22 02.24,22,F
14408,3,22/07/22 22.42,22,F
14424,2,22/07/22 18.32,22,F
14429,2,22/07/22 18.49,22,F
14433,2,23/07/22 06.31,22,F
14449,2,23/07/22 04.18,22,M
14470,1,23/07/22 04.14,22,F
14481,5,22/07/22 15.18,22,F
14488,1,24/07/22 05.24,22,F
14490,2,22/07/22 20.50,22,M
14499,2,22/07/22 20.13,22,F
14503,2,23/07/22 20.05,22,F
14504,4,23/07/22 17.04,22,M
14517,2,24/07/22 10.37,22,M
14520,2,21/07/22 15.03,22,F
14543,1,23/07/22 23.44,22,F
14555,1,22/07/22 07.55,22,F
14584,2,24/07/22 11.24,22,M
14595,2,23/07/22 05.27,22,F
14610,2,24/07/22 06.52,22,F
14615,2,24/07/22 10.22,22,F
14623,5,24/07/22 15.48,22,M
14625,4,25/07/22 06.39,22,M
14630,3,24/07/22 15.18,22,F
14638,2,24/07/22 15.08,22,F
14645,1,25/07/22 01.02,22,F
14651,2,22/07/22 14.38,22,F
14663,3,23/07/22 02.35,22,F
14670,1,23/07/22 19.29,22,M
14673,1,25/07/22 06.30,22,M
14683,2,24/07/22 22.13,22,M
14686,2,24/07/22 21.14,22,F
14693,4,24/07/22 06.49,22,M
14707,2,25/07/22 17.53,22,F
14711,3,23/07/22 15.28,22,M
14739,3,25/07/22 22.57,22,F
14767,2,26/07/22 07.53,22,M
14774,2,25/07/22 22.13,22,M
