register_date,total_transaction,user_id,total_amount
29/03/22 10.53,5,4963,1891000
27/03/22 06.56,3,4964,1022000
28/03/22 14.05,3,4965,1052000
29/03/22 05.56,1,4966,113000
28/03/22 12.52,3,4967,1103000
28/03/22 21.03,2,4968,140000
29/03/22 08.29,2,4969,280000
29/03/22 13.54,2,4970,173000
29/03/22 04.12,1,4971,125000
29/03/22 03.07,3,4972,341000
28/03/22 09.25,4,4973,1963000
29/03/22 06.00,2,4974,303000
27/03/22 11.58,5,4975,2361000
29/03/22 20.34,2,4976,256000
29/03/22 03.33,2,4977,177000
29/03/22 11.24,5,4978,1643000
30/03/22 01.09,2,4979,110000
29/03/22 14.41,1,4980,10000
29/03/22 07.45,1,4981,80000
29/03/22 21.58,1,4982,33000
29/03/22 05.11,3,4983,776000
29/03/22 10.32,3,4984,589000
29/03/22 14.47,3,4985,1351000
28/03/22 01.23,1,4986,68000
29/03/22 05.43,2,4987,137000
28/03/22 06.03,2,4988,158000
29/03/22 17.18,5,4989,2093000
29/03/22 21.51,1,4990,123000
28/03/22 02.12,4,4991,1910000
29/03/22 22.16,3,4992,593000
29/03/22 22.23,1,4993,81000
27/03/22 07.16,3,4994,280000
27/03/22 20.59,1,4995,74000
27/03/22 10.35,3,4996,446000
28/03/22 22.20,1,4997,78000
27/03/22 20.00,3,4998,740000
29/03/22 14.37,1,4999,170000
28/03/22 14.10,5,5000,2029000
29/03/22 03.22,5,5001,2098000
29/03/22 23.51,3,5002,738000
29/03/22 18.14,3,5003,603000
29/03/22 06.45,2,5004,95000
30/03/22 04.31,5,5005,2043000
30/03/22 05.05,3,5006,538000
29/03/22 03.39,2,5007,200000
27/03/22 22.32,4,5008,1708000
29/03/22 09.24,3,5009,480000
28/03/22 16.23,1,5010,76000
27/03/22 23.57,4,5011,1786000
28/03/22 10.03,5,5012,2103000
30/03/22 01.15,3,5013,360000
28/03/22 19.21,4,5014,1951000
29/03/22 03.55,1,5015,40000
30/03/22 08.35,1,5016,30000
29/03/22 12.16,4,5017,1942000
28/03/22 23.57,4,5018,2024000
29/03/22 10.50,3,5019,559000
30/03/22 10.41,4,5020,1858000
29/03/22 12.20,3,5021,750000
28/03/22 19.24,3,5022,514000
29/03/22 14.08,3,5023,432000
30/03/22 11.52,4,5024,737000
28/03/22 14.12,1,5025,60000
29/03/22 05.08,2,5026,128000
30/03/22 05.03,2,5027,176000
30/03/22 12.04,5,5028,2615000
29/03/22 01.14,3,5029,633000
28/03/22 20.36,2,5030,83000
27/03/22 19.45,2,5031,216000
30/03/22 13.51,4,5032,1962000
30/03/22 12.49,5,5033,2148000
28/03/22 18.04,4,5034,550000
27/03/22 22.33,2,5035,161000
29/03/22 10.52,4,5036,1676000
30/03/22 11.28,1,5037,62000
29/03/22 16.44,3,5038,745000
29/03/22 11.42,3,5039,500000
29/03/22 06.14,2,5040,253000
29/03/22 11.25,2,5041,180000
30/03/22 05.36,3,5042,374000
29/03/22 13.33,4,5043,2324000
29/03/22 00.52,5,5044,2170000
29/03/22 19.52,1,5045,72000
29/03/22 12.15,1,5046,117000
29/03/22 09.35,4,5047,490000
30/03/22 09.15,4,5048,1426000
30/03/22 00.35,4,5049,1428000
30/03/22 03.19,3,5050,279000
29/03/22 11.44,4,5051,1771000
30/03/22 13.41,1,5052,83000
30/03/22 17.30,1,5053,96000
28/03/22 01.26,2,5054,153000
30/03/22 11.27,3,5055,501000
29/03/22 01.23,5,5056,2231000
30/03/22 18.13,4,5057,1384000
29/03/22 09.05,3,5058,462000
28/03/22 20.58,1,5059,64000
27/03/22 19.47,1,5060,170000
27/03/22 21.42,3,5061,632000
29/03/22 13.06,1,5062,74000
30/03/22 04.09,4,5063,1093000
30/03/22 19.38,3,5064,719000
30/03/22 03.23,2,5065,167000
27/03/22 23.11,3,5066,598000
30/03/22 00.38,2,5067,166000
28/03/22 10.23,1,5068,97000
29/03/22 13.36,5,5069,1893000
30/03/22 20.48,3,5070,527000
30/03/22 08.43,1,5071,22000
29/03/22 18.07,2,5072,160000
28/03/22 05.28,3,5073,541000
29/03/22 01.38,2,5074,210000
29/03/22 02.52,1,5075,63000
28/03/22 04.37,3,5076,797000
30/03/22 07.35,2,5077,178000
29/03/22 16.10,1,5078,48000
28/03/22 04.05,2,5079,107000
30/03/22 17.19,1,5080,72000
30/03/22 12.41,2,5081,151000
30/03/22 16.08,2,5082,80000
28/03/22 05.27,2,5083,214000
30/03/22 05.20,2,5084,153000
28/03/22 22.06,1,5085,114000
29/03/22 18.49,1,5086,160000
29/03/22 08.57,3,5087,621000
30/03/22 13.22,1,5088,33000
28/03/22 18.44,2,5089,174000
30/03/22 15.47,3,5090,449000
29/03/22 11.53,3,5091,778000
30/03/22 23.08,2,5092,327000
30/03/22 16.33,2,5093,107000
29/03/22 11.41,1,5094,32000
29/03/22 13.38,1,5095,88000
31/03/22 01.17,2,5096,188000
29/03/22 06.47,4,5097,1803000
29/03/22 23.19,1,5098,30000
29/03/22 13.12,2,5099,70000
30/03/22 09.11,2,5100,139000
30/03/22 23.21,2,5101,203000
31/03/22 02.16,3,5102,211000
30/03/22 03.11,1,5103,120000
28/03/22 15.21,2,5104,106000
29/03/22 08.26,3,5105,667000
30/03/22 03.17,1,5106,56000
30/03/22 10.19,1,5107,43000
30/03/22 08.24,2,5108,154000
29/03/22 19.01,2,5109,158000
30/03/22 08.00,1,5110,54000
28/03/22 21.54,3,5111,576000
31/03/22 06.32,3,5112,327000
30/03/22 21.24,2,5113,196000
30/03/22 09.08,3,5114,535000
28/03/22 20.51,3,5115,650000
29/03/22 00.33,3,5116,556000
30/03/22 01.36,4,5117,1552000
30/03/22 16.33,4,5118,1730000
31/03/22 05.22,1,5119,78000
29/03/22 15.27,5,5120,1987000
30/03/22 20.26,3,5121,522000
31/03/22 13.03,1,5122,170000
29/03/22 09.08,2,5123,225000
30/03/22 05.26,3,5124,669000
31/03/22 00.38,2,5125,168000
30/03/22 16.21,2,5126,159000
30/03/22 12.47,3,5127,388000
29/03/22 18.23,2,5128,180000
30/03/22 01.10,4,5129,1987000
30/03/22 03.28,3,5130,554000
30/03/22 14.49,4,5131,465000
30/03/22 18.52,3,5132,572000
31/03/22 03.08,4,5133,1584000
30/03/22 18.38,5,5134,1876000
31/03/22 09.31,3,5135,829000
31/03/22 10.49,2,5136,280000
29/03/22 17.41,3,5137,324000
30/03/22 18.52,4,5138,1828000
29/03/22 19.29,3,5139,636000
30/03/22 21.35,1,5140,130000
30/03/22 13.38,1,5141,56000
31/03/22 02.09,2,5142,122000
30/03/22 23.17,3,5143,350000
31/03/22 13.10,4,5144,1737000
28/03/22 19.59,2,5145,132000
29/03/22 04.24,3,5146,316000
29/03/22 19.34,4,5147,1842000
30/03/22 08.14,3,5148,579000
30/03/22 23.49,3,5149,653000
31/03/22 10.50,3,5150,570000
31/03/22 03.31,2,5151,184000
31/03/22 07.06,4,5152,1177000
29/03/22 07.19,3,5153,380000
31/03/22 10.59,2,5154,180000
31/03/22 04.06,2,5155,122000
28/03/22 20.58,3,5156,592000
30/03/22 23.46,2,5157,240000
31/03/22 03.04,2,5158,212000
29/03/22 08.44,1,5159,130000
30/03/22 21.14,3,5160,565000
29/03/22 14.52,3,5161,430000
31/03/22 10.47,1,5162,46000
30/03/22 13.08,2,5163,163000
31/03/22 16.58,1,5164,80000
30/03/22 12.01,2,5165,127000
30/03/22 03.47,4,5166,1642000
30/03/22 16.56,1,5167,83000
30/03/22 23.37,2,5168,64000
31/03/22 21.18,3,5169,411000
30/03/22 17.52,4,5170,2294000
30/03/22 10.26,4,5171,1940000
30/03/22 23.16,1,5172,55000
30/03/22 02.30,1,5173,146000
29/03/22 05.07,4,5174,688000
31/03/22 22.07,3,5175,403000
31/03/22 13.18,4,5176,1719000
01/04/22 00.36,5,5177,1897000
31/03/22 11.20,2,5178,116000
30/03/22 14.33,4,5179,2116000
31/03/22 01.35,2,5180,214000
29/03/22 06.23,1,5181,96000
31/03/22 02.49,1,5182,78000
29/03/22 22.04,4,5183,2512000
01/04/22 06.02,1,5184,60000
31/03/22 01.02,3,5185,192000
30/03/22 11.48,5,5186,2376000
30/03/22 16.47,3,5187,518000
31/03/22 02.49,1,5188,107000
30/03/22 08.05,1,5189,40000
30/03/22 06.11,3,5190,388000
31/03/22 22.23,2,5191,140000
30/03/22 00.59,1,5192,40000
31/03/22 07.36,1,5193,130000
30/03/22 17.11,5,5194,2829000
31/03/22 16.06,3,5195,606000
01/04/22 04.36,4,5196,824000
01/04/22 07.27,1,5197,86000
30/03/22 13.29,4,5198,2013000
30/03/22 08.31,1,5199,45000
31/03/22 01.00,2,5200,128000
31/03/22 23.15,3,5201,1127000
30/03/22 13.13,4,5202,1471000
31/03/22 07.39,1,5203,43000
30/03/22 12.59,1,5204,146000
30/03/22 05.18,4,5205,621000
31/03/22 13.24,3,5206,389000
01/04/22 06.40,2,5207,134000
30/03/22 12.52,4,5208,2095000
01/04/22 03.51,3,5209,425000
29/03/22 17.21,1,5210,40000
31/03/22 09.19,1,5211,54000
31/03/22 13.12,3,5212,480000
30/03/22 22.06,1,5213,16000
30/03/22 19.08,1,5214,80000
01/04/22 10.22,1,5215,83000
29/03/22 17.17,3,5216,337000
31/03/22 11.00,2,5217,148000
31/03/22 23.57,2,5218,258000
01/04/22 05.22,3,5219,498000
31/03/22 10.32,2,5220,203000
01/04/22 08.32,2,5221,50000
31/03/22 04.28,1,5222,125000
31/03/22 16.22,3,5223,559000
01/04/22 05.32,2,5224,216000
01/04/22 07.07,1,5225,52000
01/04/22 04.58,2,5226,326000
29/03/22 19.03,3,5227,533000
31/03/22 21.05,2,5228,144000
01/04/22 07.17,1,5229,58000
30/03/22 08.08,5,5230,2906000
31/03/22 19.49,1,5231,32000
31/03/22 17.40,1,5232,75000
01/04/22 06.30,1,5233,118000
01/04/22 05.01,1,5234,108000
31/03/22 15.55,3,5235,1023000
01/04/22 06.37,1,5236,128000
30/03/22 21.48,2,5237,181000
01/04/22 18.16,3,5238,308000
01/04/22 01.02,2,5239,121000
30/03/22 00.20,2,5240,129000
31/03/22 10.08,3,5241,433000
01/04/22 15.12,1,5242,78000
30/03/22 16.32,2,5243,191000
31/03/22 12.37,2,5244,121000
31/03/22 18.10,3,5245,610000
31/03/22 07.08,1,5246,152000
01/04/22 04.09,2,5247,205000
01/04/22 17.17,5,5248,1838000
01/04/22 16.19,1,5249,125000
01/04/22 17.22,3,5250,554000
01/04/22 04.25,1,5251,45000
31/03/22 10.30,4,5252,1721000
01/04/22 10.50,3,5253,380000
30/03/22 17.56,3,5254,498000
31/03/22 16.25,3,5255,472000
31/03/22 22.21,3,5256,1122000
30/03/22 23.12,2,5257,203000
31/03/22 13.16,3,5258,827000
01/04/22 01.00,3,5259,426000
01/04/22 14.03,3,5260,651000
30/03/22 05.15,4,5261,2360000
31/03/22 07.09,1,5262,123000
30/03/22 16.01,1,5263,80000
01/04/22 20.44,1,5264,123000
01/04/22 02.00,1,5265,126000
31/03/22 19.08,3,5266,874000
01/04/22 20.50,1,5267,50000
31/03/22 22.56,3,5268,651000
31/03/22 11.20,5,5269,2153000
30/03/22 09.37,5,5270,1951000
31/03/22 19.45,1,5271,50000
01/04/22 07.11,1,5272,50000
01/04/22 04.12,1,5273,147000
29/03/22 23.49,3,5274,688000
01/04/22 08.46,1,5275,114000
30/03/22 02.21,1,5276,45000
30/03/22 17.07,2,5277,135000
31/03/22 04.29,1,5278,60000
01/04/22 22.40,1,5279,43000
01/04/22 22.12,3,5280,665000
01/04/22 03.09,1,5281,72000
31/03/22 08.08,2,5282,150000
01/04/22 06.42,2,5283,170000
01/04/22 17.28,1,5284,108000
01/04/22 11.45,3,5285,814000
31/03/22 21.56,1,5286,65000
31/03/22 09.22,3,5287,558000
01/04/22 23.18,3,5288,565000
30/03/22 17.04,1,5289,68000
01/04/22 06.32,5,5290,2690000
31/03/22 09.56,3,5291,680000
31/03/22 07.59,3,5292,594000
31/03/22 14.26,3,5293,331000
31/03/22 02.08,3,5294,757000
30/03/22 15.53,1,5295,70000
01/04/22 20.39,3,5296,819000
31/03/22 08.06,3,5297,843000
01/04/22 22.54,2,5298,190000
31/03/22 12.32,1,5299,139000
01/04/22 12.01,3,5300,859000
31/03/22 14.40,4,5301,745000
01/04/22 15.59,4,5302,1502000
01/04/22 18.19,3,5303,408000
31/03/22 16.49,3,5304,555000
31/03/22 18.03,2,5305,133000
30/03/22 08.57,3,5306,383000
01/04/22 08.25,3,5307,451000
01/04/22 09.33,2,5308,128000
31/03/22 16.04,1,5309,86000
01/04/22 14.05,2,5310,119000
30/03/22 23.39,2,5311,182000
01/04/22 05.54,2,5312,114000
02/04/22 01.47,3,5313,249000
01/04/22 23.02,4,5314,1682000
31/03/22 20.04,2,5315,293000
30/03/22 14.41,2,5316,169000
01/04/22 06.05,1,5317,80000
01/04/22 00.30,2,5318,153000
02/04/22 04.06,1,5319,78000
01/04/22 13.27,3,5320,301000
01/04/22 11.30,3,5321,418000
31/03/22 03.30,2,5322,172000
31/03/22 03.41,2,5323,178000
01/04/22 10.38,2,5324,44000
31/03/22 14.38,2,5325,160000
01/04/22 01.55,1,5326,28000
31/03/22 22.38,4,5327,1830000
30/03/22 21.25,4,5328,1477000
01/04/22 10.52,4,5329,2117000
02/04/22 07.49,5,5330,2386000
01/04/22 16.44,1,5331,64000
02/04/22 03.29,3,5332,220000
02/04/22 11.36,1,5333,130000
31/03/22 17.10,2,5334,81000
02/04/22 09.57,1,5335,121000
01/04/22 16.15,3,5336,605000
01/04/22 14.21,3,5337,606000
02/04/22 03.46,3,5338,775000
02/04/22 01.40,2,5339,163000
30/03/22 21.02,3,5340,660000
31/03/22 16.06,1,5341,147000
31/03/22 19.25,2,5342,243000
31/03/22 19.46,2,5343,300000
01/04/22 22.42,1,5344,107000
02/04/22 05.16,1,5345,40000
31/03/22 19.12,3,5346,567000
02/04/22 00.18,5,5347,2007000
01/04/22 05.28,1,5348,52000
01/04/22 04.10,2,5349,233000
02/04/22 01.03,2,5350,184000
31/03/22 05.51,1,5351,144000
02/04/22 08.37,2,5352,140000
31/03/22 22.46,3,5353,324000
01/04/22 23.03,1,5354,73000
01/04/22 03.41,1,5355,46000
02/04/22 00.05,3,5356,821000
31/03/22 05.11,3,5357,589000
31/03/22 10.26,1,5358,80000
02/04/22 09.22,3,5359,227000
31/03/22 12.20,3,5360,599000
31/03/22 09.44,1,5361,93000
31/03/22 01.02,3,5362,533000
02/04/22 03.46,4,5363,2193000
02/04/22 05.33,2,5364,145000
02/04/22 13.51,3,5365,445000
02/04/22 07.32,2,5366,144000
02/04/22 13.26,3,5367,679000
31/03/22 13.57,2,5368,155000
01/04/22 03.40,3,5369,295000
02/04/22 02.27,4,5370,1880000
31/03/22 15.53,1,5371,38000
02/04/22 10.26,2,5372,240000
02/04/22 10.46,3,5373,768000
30/03/22 22.39,2,5374,129000
31/03/22 23.50,2,5375,151000
02/04/22 08.30,3,5376,426000
01/04/22 16.33,1,5377,43000
02/04/22 13.46,1,5378,63000
31/03/22 23.28,5,5379,1707000
31/03/22 17.47,1,5380,83000
02/04/22 00.26,1,5381,125000
02/04/22 03.08,2,5382,67000
01/04/22 18.16,2,5383,170000
01/04/22 18.53,1,5384,160000
01/04/22 10.17,1,5385,80000
01/04/22 00.54,1,5386,48000
31/03/22 22.17,3,5387,732000
31/03/22 05.46,1,5388,104000
02/04/22 09.51,3,5389,546000
01/04/22 17.12,3,5390,462000
01/04/22 11.59,2,5391,160000
02/04/22 13.11,1,5392,106000
02/04/22 09.35,1,5393,73000
02/04/22 05.20,2,5394,135000
02/04/22 15.08,2,5395,83000
31/03/22 01.43,3,5396,565000
31/03/22 08.15,3,5397,592000
02/04/22 15.52,1,5398,130000
31/03/22 01.17,1,5399,130000
31/03/22 20.41,2,5400,171000
01/04/22 21.19,3,5401,435000
30/03/22 20.22,3,5402,451000
02/04/22 16.30,1,5403,130000
01/04/22 13.22,2,5404,188000
01/04/22 04.03,2,5405,91000
02/04/22 07.43,2,5406,66000
02/04/22 17.17,3,5407,758000
01/04/22 20.52,1,5408,53000
31/03/22 11.08,4,5409,1898000
01/04/22 10.04,2,5410,241000
02/04/22 09.52,3,5411,508000
01/04/22 20.37,1,5412,76000
01/04/22 23.47,3,5413,438000
01/04/22 18.49,2,5414,255000
02/04/22 12.40,2,5415,146000
02/04/22 17.47,2,5416,121000
31/03/22 04.49,1,5417,49000
02/04/22 00.21,3,5418,548000
01/04/22 09.14,2,5419,226000
31/03/22 05.12,2,5420,174000
01/04/22 17.25,5,5421,2126000
02/04/22 06.38,2,5422,123000
31/03/22 22.04,3,5423,677000
31/03/22 18.25,1,5424,80000
30/03/22 22.20,1,5425,80000
02/04/22 01.02,3,5426,551000
02/04/22 18.51,4,5427,1958000
31/03/22 04.02,3,5428,940000
01/04/22 10.26,1,5429,20000
01/04/22 10.36,3,5430,526000
31/03/22 01.31,1,5431,27000
02/04/22 10.24,1,5432,73000
01/04/22 19.24,2,5433,243000
02/04/22 19.54,4,5434,1564000
02/04/22 02.36,1,5435,42000
31/03/22 11.08,1,5436,53000
02/04/22 02.51,1,5437,53000
01/04/22 23.47,3,5438,581000
31/03/22 06.40,1,5439,155000
02/04/22 14.35,3,5440,633000
02/04/22 17.05,2,5441,255000
01/04/22 21.24,4,5442,1909000
02/04/22 00.52,4,5443,1501000
02/04/22 23.16,3,5444,414000
02/04/22 07.24,1,5445,78000
02/04/22 19.57,3,5446,439000
31/03/22 14.44,1,5447,78000
01/04/22 21.45,1,5448,105000
03/04/22 03.21,2,5449,106000
02/04/22 15.13,2,5450,202000
02/04/22 09.15,2,5451,170000
03/04/22 01.26,5,5452,1917000
01/04/22 23.14,1,5453,40000
02/04/22 02.43,2,5454,154000
02/04/22 19.31,2,5455,173000
03/04/22 04.53,2,5456,147000
02/04/22 16.13,2,5457,189000
31/03/22 14.56,5,5458,2441000
01/04/22 11.12,2,5459,180000
02/04/22 16.07,2,5460,106000
02/04/22 18.36,2,5461,159000
02/04/22 02.32,2,5462,222000
02/04/22 22.31,3,5463,127000
31/03/22 15.08,3,5464,540000
01/04/22 21.29,3,5465,837000
02/04/22 03.54,4,5466,2093000
01/04/22 06.56,1,5467,55000
01/04/22 16.27,3,5468,339000
01/04/22 03.06,3,5469,347000
02/04/22 00.00,2,5470,123000
01/04/22 02.32,2,5471,121000
01/04/22 19.04,3,5472,307000
03/04/22 05.45,1,5473,26000
02/04/22 09.44,1,5474,72000
03/04/22 04.11,1,5475,50000
01/04/22 03.36,1,5476,81000
02/04/22 22.08,2,5477,132000
02/04/22 05.16,1,5478,121000
02/04/22 00.14,2,5479,109000
02/04/22 17.22,2,5480,255000
03/04/22 01.26,4,5481,1694000
02/04/22 08.35,3,5482,306000
01/04/22 14.04,3,5483,398000
02/04/22 12.03,4,5484,2146000
31/03/22 16.00,1,5485,86000
31/03/22 20.14,2,5486,126000
03/04/22 08.05,3,5487,622000
01/04/22 17.45,3,5488,875000
02/04/22 13.10,1,5489,130000
02/04/22 14.07,5,5490,2838000
02/04/22 18.56,1,5491,30000
01/04/22 10.53,1,5492,62000
02/04/22 03.46,1,5493,131000
02/04/22 07.49,3,5494,744000
03/04/22 01.29,3,5495,549000
01/04/22 15.21,1,5496,49000
02/04/22 06.12,3,5497,356000
02/04/22 05.12,1,5498,115000
02/04/22 11.20,1,5499,83000
03/04/22 06.05,3,5500,473000
31/03/22 16.34,1,5501,60000
02/04/22 10.40,1,5502,83000
31/03/22 19.26,1,5503,103000
02/04/22 11.56,1,5504,125000
01/04/22 08.02,4,5505,849000
02/04/22 10.19,3,5506,939000
01/04/22 00.01,4,5507,1599000
01/04/22 19.15,2,5508,122000
02/04/22 04.45,3,5509,374000
02/04/22 02.27,2,5510,208000
03/04/22 00.57,3,5511,325000
31/03/22 18.22,1,5512,8000
02/04/22 06.02,1,5513,57000
02/04/22 04.26,2,5514,226000
03/04/22 10.21,1,5515,62000
01/04/22 18.47,1,5516,55000
01/04/22 03.06,4,5517,1617000
02/04/22 21.38,3,5518,495000
02/04/22 23.03,1,5519,117000
01/04/22 16.10,3,5520,843000
01/04/22 03.03,1,5521,170000
01/04/22 18.11,3,5522,265000
03/04/22 09.57,3,5523,254000
02/04/22 06.00,1,5524,100000
02/04/22 22.13,3,5525,864000
03/04/22 04.31,1,5526,170000
02/04/22 00.07,3,5527,720000
02/04/22 12.00,3,5528,558000
31/03/22 19.18,3,5529,743000
02/04/22 17.47,3,5530,483000
03/04/22 08.49,4,5531,554000
01/04/22 08.54,4,5532,1594000
03/04/22 01.56,5,5533,1789000
02/04/22 16.47,1,5534,89000
03/04/22 11.31,2,5535,110000
03/04/22 03.26,2,5536,141000
02/04/22 02.19,1,5537,75000
31/03/22 22.21,3,5538,471000
02/04/22 03.03,3,5539,479000
03/04/22 13.00,5,5540,3252000
03/04/22 03.41,3,5541,271000
03/04/22 05.41,3,5542,497000
01/04/22 16.59,2,5543,97000
03/04/22 05.59,3,5544,637000
31/03/22 18.03,3,5545,436000
02/04/22 03.42,2,5546,177000
03/04/22 02.50,1,5547,95000
02/04/22 10.37,1,5548,78000
03/04/22 09.34,1,5549,75000
01/04/22 19.34,4,5550,2362000
02/04/22 10.17,2,5551,159000
03/04/22 14.14,3,5552,529000
01/04/22 10.35,3,5553,657000
02/04/22 05.09,2,5554,207000
01/04/22 16.05,5,5555,2133000
03/04/22 17.41,1,5556,48000
03/04/22 09.19,2,5557,233000
02/04/22 06.59,1,5558,55000
02/04/22 09.38,1,5559,67000
03/04/22 07.09,3,5560,509000
03/04/22 01.46,3,5561,401000
03/04/22 10.59,2,5562,143000
31/03/22 23.51,5,5563,2261000
01/04/22 16.57,4,5564,828000
31/03/22 23.14,2,5565,124000
02/04/22 20.42,1,5566,160000
02/04/22 13.39,1,5567,123000
03/04/22 10.00,2,5568,226000
03/04/22 10.35,2,5569,236000
03/04/22 14.49,3,5570,602000
03/04/22 08.40,3,5571,436000
02/04/22 12.31,1,5572,59000
31/03/22 23.51,1,5573,40000
02/04/22 02.34,1,5574,150000
03/04/22 01.42,2,5575,222000
03/04/22 05.36,4,5576,1315000
02/04/22 23.57,1,5577,125000
02/04/22 09.38,3,5578,377000
02/04/22 19.25,3,5579,400000
03/04/22 08.18,2,5580,121000
01/04/22 17.02,1,5581,51000
02/04/22 11.16,3,5582,813000
02/04/22 06.52,1,5583,110000
03/04/22 15.49,1,5584,56000
04/04/22 05.27,2,5585,181000
03/04/22 00.54,1,5586,34000
04/04/22 06.36,2,5587,200000
03/04/22 06.51,2,5588,71000
03/04/22 16.07,2,5589,209000
03/04/22 21.54,1,5590,77000
03/04/22 19.22,4,5591,1823000
02/04/22 08.52,1,5592,102000
02/04/22 08.57,4,5593,1760000
03/04/22 05.21,4,5594,2017000
03/04/22 14.44,3,5595,507000
04/04/22 06.21,4,5596,2219000
03/04/22 09.31,2,5597,136000
04/04/22 09.59,3,5598,664000
02/04/22 17.55,5,5599,2499000
03/04/22 15.55,4,5600,305000
03/04/22 14.05,2,5601,155000
01/04/22 12.32,4,5602,1415000
03/04/22 13.07,5,5603,1983000
03/04/22 08.37,3,5604,527000
02/04/22 21.26,3,5605,369000
03/04/22 16.14,3,5606,376000
03/04/22 04.39,2,5607,111000
03/04/22 02.08,2,5608,103000
02/04/22 20.09,1,5609,43000
04/04/22 06.41,1,5610,83000
02/04/22 14.58,1,5611,63000
03/04/22 19.14,2,5612,98000
02/04/22 15.56,4,5613,850000
04/04/22 01.28,1,5614,128000
01/04/22 15.48,4,5615,1046000
03/04/22 08.46,3,5616,828000
03/04/22 16.10,2,5617,113000
03/04/22 16.42,1,5618,84000
04/04/22 16.18,3,5619,340000
03/04/22 04.06,1,5620,83000
03/04/22 21.14,3,5621,407000
02/04/22 00.02,2,5622,234000
03/04/22 22.57,4,5623,1236000
02/04/22 14.07,4,5624,1197000
02/04/22 11.26,3,5625,462000
03/04/22 14.02,1,5626,81000
02/04/22 22.52,1,5627,45000
04/04/22 10.31,3,5628,602000
03/04/22 23.47,2,5629,87000
04/04/22 07.57,2,5630,187000
02/04/22 07.02,3,5631,496000
03/04/22 02.36,2,5632,151000
04/04/22 15.01,3,5633,449000
04/04/22 06.15,3,5634,504000
04/04/22 01.55,3,5635,616000
04/04/22 04.47,3,5636,446000
04/04/22 20.58,4,5637,2040000
04/04/22 09.13,2,5638,103000
04/04/22 07.58,2,5639,142000
04/04/22 07.27,2,5640,126000
03/04/22 22.25,3,5641,498000
04/04/22 07.30,3,5642,650000
04/04/22 14.44,2,5643,206000
04/04/22 08.22,3,5644,448000
04/04/22 21.53,2,5645,208000
02/04/22 05.46,1,5646,62000
04/04/22 10.39,1,5647,72000
03/04/22 19.26,2,5648,161000
03/04/22 20.56,2,5649,252000
05/04/22 03.04,1,5650,40000
05/04/22 04.54,5,5651,2022000
03/04/22 23.22,3,5652,520000
03/04/22 07.31,1,5653,50000
04/04/22 00.41,1,5654,12000
04/04/22 17.11,2,5655,143000
03/04/22 12.01,3,5656,712000
04/04/22 17.49,2,5657,179000
04/04/22 20.05,3,5658,568000
04/04/22 16.12,3,5659,374000
03/04/22 07.06,2,5660,127000
03/04/22 05.48,4,5661,758000
04/04/22 17.08,1,5662,125000
03/04/22 12.42,1,5663,69000
02/04/22 09.26,4,5664,2082000
04/04/22 05.47,3,5665,343000
04/04/22 09.54,4,5666,1557000
04/04/22 15.52,4,5667,1631000
04/04/22 08.10,5,5668,2099000
03/04/22 20.03,5,5669,2335000
04/04/22 01.47,2,5670,98000
05/04/22 03.50,3,5671,471000
04/04/22 20.54,1,5672,66000
04/04/22 18.35,3,5673,437000
04/04/22 23.49,4,5674,1877000
04/04/22 09.51,2,5675,170000
02/04/22 16.33,1,5676,80000
03/04/22 17.22,4,5677,1496000
04/04/22 07.05,2,5678,135000
05/04/22 09.50,3,5679,536000
02/04/22 18.18,4,5680,950000
05/04/22 08.04,2,5681,46000
04/04/22 00.20,3,5682,774000
04/04/22 23.42,3,5683,454000
05/04/22 13.12,2,5684,186000
03/04/22 11.31,3,5685,467000
04/04/22 08.18,1,5686,52000
04/04/22 02.01,3,5687,290000
04/04/22 18.19,3,5688,625000
04/04/22 05.19,2,5689,138000
03/04/22 18.29,4,5690,1460000
03/04/22 13.44,2,5691,172000
04/04/22 07.08,1,5692,92000
05/04/22 13.46,2,5693,107000
04/04/22 15.32,1,5694,46000
03/04/22 02.32,4,5695,1596000
03/04/22 20.28,1,5696,105000
04/04/22 07.59,1,5697,43000
03/04/22 07.24,2,5698,176000
05/04/22 01.49,1,5699,106000
02/04/22 22.05,5,5700,2443000
04/04/22 04.49,3,5701,689000
03/04/22 17.15,2,5702,110000
04/04/22 05.26,2,5703,203000
05/04/22 06.33,3,5704,647000
05/04/22 12.32,2,5705,196000
04/04/22 19.43,3,5706,489000
03/04/22 23.22,1,5707,43000
03/04/22 04.42,3,5708,575000
05/04/22 05.52,3,5709,489000
04/04/22 12.10,1,5710,50000
05/04/22 02.37,1,5711,92000
04/04/22 22.58,3,5712,378000
03/04/22 15.03,3,5713,703000
04/04/22 14.16,2,5714,107000
05/04/22 06.09,1,5715,190000
04/04/22 03.22,3,5716,320000
05/04/22 13.32,2,5717,112000
04/04/22 07.55,2,5718,100000
05/04/22 11.37,1,5719,30000
05/04/22 19.10,2,5720,99000
05/04/22 14.52,4,5721,1930000
05/04/22 10.21,1,5722,83000
04/04/22 01.08,3,5723,597000
04/04/22 12.58,4,5724,1983000
05/04/22 22.35,4,5725,2800000
06/04/22 00.28,2,5726,121000
06/04/22 04.43,3,5727,372000
04/04/22 14.05,3,5728,526000
03/04/22 07.42,4,5729,2060000
04/04/22 03.09,4,5730,498000
04/04/22 18.04,1,5731,40000
