transaction_id,session_id,paid_time,complete,user_id,payment_method,total_amount
18139,47817,21/06/22 22.26,1,11620,1,110000
18149,47836,22/06/22 00.12,1,11623,1,78000
18150,47842,22/06/22 00.50,1,7283,1,474000
18152,47849,22/06/22 02.27,1,3957,1,329000
18154,47853,22/06/22 03.41,1,394,1,314000
18158,47869,22/06/22 05.39,1,11626,1,118000
18164,47879,22/06/22 06.01,1,926,1,92000
18167,47890,22/06/22 06.24,1,11629,1,51000
18168,47891,22/06/22 06.26,1,11630,1,105000
18169,47901,22/06/22 06.37,1,11632,1,78000
18175,47910,22/06/22 07.00,1,1440,1,573000
18177,47913,22/06/22 07.12,1,6778,1,143000
18178,47915,22/06/22 07.14,1,11634,1,56000
18179,47914,22/06/22 07.15,1,11633,1,65000
18180,47920,22/06/22 07.15,1,10351,1,702000
18185,47932,22/06/22 07.42,1,3573,1,371000
18186,47936,22/06/22 07.46,1,11636,1,72000
18187,47938,22/06/22 07.54,1,11637,1,116000
18190,47949,22/06/22 08.24,1,11638,1,175000
18192,47953,22/06/22 08.38,1,11639,1,110000
18198,47976,22/06/22 10.33,1,9620,1,40000
18200,47981,22/06/22 11.18,0,5,1,87000
18203,47989,22/06/22 12.08,1,5945,1,139000
18204,47990,22/06/22 12.13,1,5505,1,367000
18205,47991,22/06/22 12.17,1,6377,1,73000
18212,48011,22/06/22 13.02,1,11648,1,94000
18215,48022,22/06/22 13.21,1,194,1,845000
18219,48035,22/06/22 13.58,1,11650,1,48000
18220,48039,22/06/22 13.59,1,4499,1,316000
18223,48045,22/06/22 14.35,1,11587,1,20000
18229,48059,22/06/22 15.10,1,11655,1,9000
18230,48058,22/06/22 15.12,1,11654,1,150000
18232,48069,22/06/22 15.52,1,5544,1,156000
18233,48072,22/06/22 16.25,1,4455,1,70000
18234,48073,22/06/22 16.34,1,11657,1,95000
18239,48080,22/06/22 17.24,0,4780,1,82000
18243,48089,22/06/22 17.59,1,11661,1,192000
18245,48096,22/06/22 18.24,1,10123,1,80000
18251,48120,22/06/22 19.41,1,11663,1,112000
18252,48126,22/06/22 19.45,1,11664,1,130000
18258,48147,22/06/22 20.33,1,11665,1,50000
18260,48148,22/06/22 20.34,1,4029,1,381000
18261,48152,22/06/22 20.34,1,5904,1,125000
18264,48157,22/06/22 20.45,1,551,1,380000
18267,48168,22/06/22 21.16,1,11670,1,102000
18270,48174,22/06/22 21.32,1,11673,1,165000
18272,48186,22/06/22 21.46,1,11674,1,123000
18274,48188,22/06/22 21.53,1,5582,1,307000
18276,48190,22/06/22 22.09,1,2249,1,359000
18281,48211,23/06/22 01.10,1,11677,1,160000
18288,48226,23/06/22 05.09,1,6715,1,429000
18289,48227,23/06/22 05.10,1,11678,1,175000
18290,48232,23/06/22 05.20,1,3214,1,516000
18296,48252,23/06/22 06.28,1,11679,1,43000
18298,48249,23/06/22 06.31,1,4821,1,138000
18301,48258,23/06/22 06.46,1,11681,1,34000
18302,48257,23/06/22 06.47,1,1772,1,289000
18304,48261,23/06/22 07.03,1,6881,1,458000
18309,48265,23/06/22 07.17,0,11305,1,56000
18310,48269,23/06/22 07.29,1,11685,1,86000
18312,48277,23/06/22 07.45,1,11687,1,56000
18314,48279,23/06/22 07.54,1,11689,1,45000
18316,48287,23/06/22 08.20,1,6535,1,428000
18318,48300,23/06/22 08.52,1,11690,1,70000
18319,48299,23/06/22 08.56,1,6067,1,70000
18320,48302,23/06/22 08.58,1,11691,1,81000
18321,48304,23/06/22 09.11,1,1470,1,78000
18323,48309,23/06/22 09.35,0,4597,1,83000
18326,48317,23/06/22 09.56,1,845,1,160000
18327,48316,23/06/22 09.57,1,11693,1,50000
18329,48320,23/06/22 10.10,1,11695,1,45000
18332,48325,23/06/22 11.08,1,3761,1,60000
18340,48339,23/06/22 11.50,1,4887,1,466000
18342,48344,23/06/22 12.12,1,4536,1,65000
18345,48350,23/06/22 12.44,1,11699,1,56000
18346,48351,23/06/22 12.52,1,8580,1,148000
18347,48353,23/06/22 12.54,1,11700,1,132000
18349,48355,23/06/22 13.11,1,11701,1,83000
18351,48363,23/06/22 13.45,1,9961,1,60000
18352,48365,23/06/22 13.48,1,11702,1,413000
18355,48373,23/06/22 14.07,1,11703,1,35000
18356,48375,23/06/22 14.15,1,8188,1,125000
18357,48376,23/06/22 14.16,1,10907,1,45000
18363,48392,23/06/22 15.37,1,11704,1,113000
18364,48396,23/06/22 16.04,1,11705,1,270000
18373,48416,23/06/22 17.51,1,5240,1,73000
18378,48430,23/06/22 18.21,1,11712,1,54000
18379,48429,23/06/22 18.22,1,4197,1,416000
18381,48437,23/06/22 18.35,1,10783,1,78000
18384,48441,23/06/22 18.47,1,11713,1,150000
18386,48446,23/06/22 19.03,1,8037,1,110000
18394,48458,23/06/22 19.39,1,5247,1,110000
18395,48462,23/06/22 19.39,1,5935,1,150000
18397,48463,23/06/22 19.45,1,4888,1,591000
18400,48473,23/06/22 20.06,1,11717,1,40000
18403,48477,23/06/22 20.15,1,4408,1,539000
18406,48480,23/06/22 20.32,1,11720,1,128000
18409,48492,23/06/22 20.49,1,3907,1,49000
18412,48499,23/06/22 21.03,1,11724,1,40000
18413,48501,23/06/22 21.04,1,11725,1,88000
18417,48509,23/06/22 21.20,1,10362,1,145000
18418,48510,23/06/22 21.21,1,11727,1,90000
18419,48518,23/06/22 21.40,1,11728,1,54000
18421,48526,23/06/22 22.16,1,11729,1,115000
18422,48528,23/06/22 22.22,1,5044,1,364000
18423,48532,23/06/22 22.36,1,11730,1,123000
18425,48536,23/06/22 22.44,1,11731,1,110000
18427,48538,23/06/22 23.04,1,11732,1,62000
18430,48544,24/06/22 00.13,1,11734,1,151000
18436,48558,24/06/22 04.03,1,11736,1,230000
18439,48566,24/06/22 05.07,1,5227,1,254000
18445,48572,24/06/22 05.15,1,11739,1,92000
18446,48573,24/06/22 05.16,1,11740,1,78000
18447,48574,24/06/22 05.20,1,11741,1,168000
18450,48581,24/06/22 05.46,1,11743,1,346000
18451,48583,24/06/22 05.50,1,11744,1,130000
18452,48586,24/06/22 05.54,1,6739,1,553000
18453,48587,24/06/22 05.57,1,6075,1,96000
18460,48602,24/06/22 06.38,1,11749,1,150000
18463,48603,24/06/22 06.44,1,5195,1,430000
18468,48611,24/06/22 07.04,1,581,1,375000
18470,48619,24/06/22 07.15,1,10083,1,133000
18472,48628,24/06/22 07.29,1,11752,1,11000
18476,48644,24/06/22 07.50,1,11754,1,88000
18477,48653,24/06/22 08.30,1,449,1,60000
18479,48656,24/06/22 08.46,1,11755,1,81000
18487,48675,24/06/22 10.14,1,11757,1,82000
18489,48681,24/06/22 11.04,1,10181,1,90000
18496,48699,24/06/22 12.40,1,11759,1,19000
18499,48708,24/06/22 13.18,1,11761,1,43000
18505,48723,24/06/22 14.04,1,11763,1,90000
18507,48725,24/06/22 14.11,1,11764,1,109000
18511,48733,24/06/22 15.09,1,11767,1,94000
18514,48736,24/06/22 15.27,1,11768,1,86000
18516,48738,24/06/22 15.35,1,11769,1,130000
18518,48743,24/06/22 16.06,1,3934,1,43000
18519,48750,24/06/22 16.30,1,11770,1,150000
18523,48761,24/06/22 17.24,1,11250,1,78000
18526,48775,24/06/22 18.19,1,8156,1,55000
18528,48782,24/06/22 18.32,1,11774,1,60000
18529,48785,24/06/22 18.32,1,1173,1,220000
18530,48788,24/06/22 18.42,1,6664,1,509000
18532,48790,24/06/22 18.48,1,3328,1,52000
18535,48804,24/06/22 19.19,1,11777,1,28000
18537,48808,24/06/22 19.32,0,8897,1,93000
18543,48827,24/06/22 20.00,1,2692,1,98000
18544,48823,24/06/22 20.01,1,11780,1,86000
18546,48826,24/06/22 20.03,1,11781,1,8000
18547,48829,24/06/22 20.12,1,2455,1,328000
18549,48832,24/06/22 20.19,1,11296,1,170000
18550,48838,24/06/22 20.33,1,1298,1,76000
18553,48844,24/06/22 20.41,1,1135,1,109000
18556,48847,24/06/22 20.50,1,11783,1,80000
18562,48865,24/06/22 21.56,1,11055,1,83000
18564,48872,24/06/22 22.36,1,11787,1,44000
18570,48884,24/06/22 23.00,1,8367,1,493000
18572,48890,24/06/22 23.54,1,11790,1,460000
18573,48891,25/06/22 00.22,1,11791,1,81000
18578,48905,25/06/22 03.21,1,11792,1,130000
18582,48912,25/06/22 04.16,1,4229,1,47000
18583,48914,25/06/22 04.30,1,11794,1,120000
18584,48917,25/06/22 04.59,1,4594,1,111000
18587,48928,25/06/22 05.33,1,11796,1,128000
18589,48931,25/06/22 05.40,1,11798,1,130000
18591,48940,25/06/22 05.59,1,5599,1,376000
18592,48944,25/06/22 06.05,1,10885,1,265000
18596,48949,25/06/22 06.19,1,11803,1,100000
18602,48972,25/06/22 07.09,1,11806,1,112000
18605,48988,25/06/22 07.27,1,11811,1,121000
18607,48982,25/06/22 07.28,1,11808,1,81000
18608,48986,25/06/22 07.30,1,11810,1,101000
18609,48990,25/06/22 07.35,1,11488,1,110000
18612,48998,25/06/22 07.39,0,8366,1,8000
18613,49004,25/06/22 07.44,1,11813,1,50000
18614,49000,25/06/22 07.44,1,11812,1,30000
18617,49005,25/06/22 07.48,1,11814,1,81000
18621,49019,25/06/22 08.08,1,11818,1,90000
18623,49024,25/06/22 08.18,1,11820,1,105000
18625,49030,25/06/22 08.22,1,11821,1,180000
18627,49033,25/06/22 08.32,1,11823,1,73000
18628,49034,25/06/22 08.36,1,11824,1,80000
18631,49040,25/06/22 08.45,1,11825,1,155000
18632,49045,25/06/22 08.53,1,6143,1,234000
18633,49044,25/06/22 08.53,1,11826,1,50000
18635,49052,25/06/22 08.58,1,11827,1,128000
18639,49062,25/06/22 09.08,1,4517,1,21000
18640,49057,25/06/22 09.09,1,11232,1,81000
18641,49064,25/06/22 09.13,1,11829,1,32000
18646,49077,25/06/22 09.37,1,9980,1,73000
18650,49091,25/06/22 09.49,1,10202,1,86000
18651,49095,25/06/22 09.51,1,6455,1,146000
18652,49096,25/06/22 09.53,1,10684,1,81000
18653,49102,25/06/22 09.54,1,11833,1,72000
18654,49094,25/06/22 09.54,1,11801,1,100000
18655,49097,25/06/22 09.56,1,9658,1,20000
18658,49107,25/06/22 10.01,1,11834,1,43000
18660,49112,25/06/22 10.08,1,11836,1,201000
18661,49115,25/06/22 10.14,1,8390,1,80000
18663,49120,25/06/22 10.19,1,11837,1,60000
18664,49121,25/06/22 10.20,1,11838,1,30000
18665,49122,25/06/22 10.22,1,11839,1,81000
18666,49123,25/06/22 10.25,1,6601,1,101000
18670,49131,25/06/22 10.49,1,11841,1,105000
18671,49135,25/06/22 10.51,1,899,1,290000
18673,49136,25/06/22 10.53,1,11842,1,83000
18674,49139,25/06/22 10.57,1,11843,1,83000
18679,49150,25/06/22 11.06,1,11846,1,83000
18683,49155,25/06/22 11.13,1,1178,1,118000
18692,49172,25/06/22 11.33,1,11851,1,78000
18694,49180,25/06/22 11.42,1,11853,1,98000
18695,49182,25/06/22 11.42,1,11854,1,32000
18696,49181,25/06/22 11.46,1,8025,1,290000
18698,49188,25/06/22 11.51,1,11855,1,123000
18701,49198,25/06/22 12.02,1,9556,1,90000
18702,49195,25/06/22 12.04,1,11857,1,78000
18704,49214,25/06/22 12.24,1,4435,1,155000
18706,49219,25/06/22 12.29,1,11860,1,128000
18707,49222,25/06/22 12.31,0,11639,1,83000
18708,49223,25/06/22 12.34,1,4004,1,170000
18709,49227,25/06/22 12.36,1,11861,1,21000
18710,49230,25/06/22 12.42,1,7321,1,297000
18711,49232,25/06/22 12.42,1,5980,1,40000
18713,49243,25/06/22 12.50,1,11864,1,90000
18715,49238,25/06/22 12.52,1,2928,1,537000
18717,49244,25/06/22 12.57,1,11865,1,190000
18718,49251,25/06/22 13.04,1,984,1,919000
18720,49260,25/06/22 13.12,1,11868,1,128000
18721,49261,25/06/22 13.12,1,11869,1,59000
18722,49258,25/06/22 13.12,1,11867,1,50000
18723,49263,25/06/22 13.12,1,11870,1,240000
18724,49265,25/06/22 13.13,1,133,1,296000
18727,49266,25/06/22 13.17,0,5385,1,75000
18728,49270,25/06/22 13.19,1,11872,1,44000
18729,49267,25/06/22 13.20,1,11871,1,54000
18730,49272,25/06/22 13.22,1,2915,1,432000
18732,49274,25/06/22 13.27,1,11873,1,63000
18737,49290,25/06/22 13.48,1,11875,1,106000
18740,49301,25/06/22 13.59,1,11876,1,89000
18742,49302,25/06/22 14.02,1,1980,1,189000
18748,49323,25/06/22 14.31,1,9748,1,80000
18750,49321,25/06/22 14.33,1,5744,1,401000
18751,49326,25/06/22 14.33,1,3124,1,70000
18759,49350,25/06/22 15.00,1,11881,1,8000
18761,49356,25/06/22 15.12,1,11873,1,60000
18767,49374,25/06/22 15.33,1,11886,1,116000
18769,49372,25/06/22 15.35,1,3502,1,153000
18770,49376,25/06/22 15.41,1,11887,1,49000
18772,49378,25/06/22 15.44,1,11888,1,102000
18775,49388,25/06/22 16.05,1,11890,1,86000
18783,49420,25/06/22 16.45,1,11894,1,80000
18785,49421,25/06/22 16.47,1,11895,1,16000
18786,49422,25/06/22 16.48,1,11896,1,60000
18791,49436,25/06/22 17.02,1,3076,1,641000
18792,49435,25/06/22 17.06,1,11898,1,152000
18793,49441,25/06/22 17.12,1,11899,1,106000
18795,49447,25/06/22 17.23,1,11901,1,94000
18797,49452,25/06/22 17.28,1,11902,1,175000
18798,49453,25/06/22 17.29,1,2733,1,11000
18801,49463,25/06/22 17.43,1,3604,1,316000
18802,49464,25/06/22 17.47,1,11905,1,43000
18812,49486,25/06/22 18.20,1,3789,1,300000
18814,49494,25/06/22 18.39,1,11911,1,128000
18816,49498,25/06/22 18.46,1,11913,1,52000
18818,49501,25/06/22 18.56,1,3494,1,368000
18824,49510,25/06/22 19.06,1,11914,1,128000
18825,49512,25/06/22 19.08,1,11915,1,20000
18826,49513,25/06/22 19.08,1,11916,1,16000
18828,49519,25/06/22 19.17,1,11917,1,80000
18829,49522,25/06/22 19.21,1,11918,1,61000
18835,49540,25/06/22 19.49,1,2987,1,40000
18839,49551,25/06/22 20.09,1,10534,1,691000
18843,49566,25/06/22 20.27,1,10695,1,652000
18846,49569,25/06/22 20.34,0,11243,1,48000
18847,49579,25/06/22 20.36,1,10306,1,128000
18851,49590,25/06/22 21.00,1,11926,1,70000
18853,49591,25/06/22 21.05,1,2975,1,197000
18857,49608,25/06/22 21.29,0,7469,1,73000
18858,49612,25/06/22 21.29,1,6623,1,172000
18861,49613,25/06/22 21.33,1,11717,1,123000
18866,49624,25/06/22 21.47,1,6571,1,59000
18870,49631,25/06/22 21.52,1,11930,1,73000
18871,49633,25/06/22 21.53,1,4440,1,140000
18878,49641,25/06/22 22.02,1,11935,1,155000
18881,49648,25/06/22 22.25,1,4822,1,483000
18883,49655,25/06/22 22.40,1,11937,1,80000
18887,49678,26/06/22 00.13,1,11940,1,80000
18888,49683,26/06/22 00.52,1,5874,1,308000
18889,49686,26/06/22 01.13,1,3300,1,224000
18890,49687,26/06/22 01.37,1,9701,1,80000
18891,49691,26/06/22 02.05,1,4211,1,170000
18893,49694,26/06/22 02.25,1,11941,1,83000
18895,49699,26/06/22 03.28,1,11942,1,55000
18904,49714,26/06/22 04.38,1,11945,1,120000
18905,49717,26/06/22 04.45,1,11946,1,36000
18906,49718,26/06/22 05.01,1,3229,1,354000
18907,49719,26/06/22 05.03,1,4308,1,610000
18908,49720,26/06/22 05.06,1,11947,1,71000
18909,49725,26/06/22 05.13,1,11948,1,108000
18910,49730,26/06/22 05.21,1,11085,1,78000
18913,49731,26/06/22 05.23,1,9345,1,261000
18917,49742,26/06/22 05.58,0,3569,1,118000
18921,49751,26/06/22 06.07,1,3597,1,192000
18923,49756,26/06/22 06.12,1,958,1,409000
18926,49761,26/06/22 06.22,1,11953,1,80000
18927,49760,26/06/22 06.24,1,11952,1,46000
18930,49770,26/06/22 06.45,1,11956,1,273000
18933,49774,26/06/22 06.51,1,3274,1,86000
18934,49779,26/06/22 06.59,1,11958,1,81000
18939,49787,26/06/22 07.17,1,11959,1,78000
18940,49795,26/06/22 07.24,1,11960,1,106000
18942,49800,26/06/22 07.32,1,2509,1,280000
18943,49797,26/06/22 07.33,1,11961,1,75000
18945,49799,26/06/22 07.36,1,1997,1,188000
18946,49807,26/06/22 07.44,1,6988,1,382000
18947,49806,26/06/22 07.44,1,11963,1,73000
18949,49809,26/06/22 07.46,1,11964,1,130000
18951,49813,26/06/22 07.56,1,11966,1,45000
18954,49826,26/06/22 08.11,1,11967,1,81000
18957,49833,26/06/22 08.18,1,11335,1,59000
18958,49834,26/06/22 08.19,0,3821,1,677000
18959,49841,26/06/22 08.26,1,4933,1,330000
18962,49846,26/06/22 08.38,1,468,1,532000
18967,49855,26/06/22 08.50,1,11970,1,80000
18979,49891,26/06/22 09.55,1,11973,1,138000
18981,49897,26/06/22 09.59,1,691,1,300000
18982,49898,26/06/22 10.01,1,685,1,159000
18987,49911,26/06/22 10.30,1,2,1,215000
18988,49910,26/06/22 10.31,1,11977,1,33000
18991,49915,26/06/22 10.39,1,2797,1,160000
18993,49917,26/06/22 10.45,1,543,1,215000
18996,49923,26/06/22 10.51,1,11978,1,150000
18997,49925,26/06/22 10.53,1,4903,1,364000
19002,49939,26/06/22 11.04,1,11982,1,114000
19004,49945,26/06/22 11.06,1,11984,1,62000
19008,49946,26/06/22 11.07,1,8826,1,133000
19009,49951,26/06/22 11.13,1,11985,1,104000
19010,49954,26/06/22 11.14,1,8033,1,96000
19011,49956,26/06/22 11.17,1,11986,1,50000
19013,49961,26/06/22 11.21,1,11988,1,110000
19015,49972,26/06/22 11.29,1,11990,1,118000
19016,49975,26/06/22 11.33,1,11992,1,20000
19017,49973,26/06/22 11.34,1,11991,1,104000
19019,49983,26/06/22 11.46,1,11993,1,73000
19021,49993,26/06/22 12.00,1,9996,1,190000
19023,50002,26/06/22 12.07,1,11995,1,101000
19027,50011,26/06/22 12.19,1,11997,1,70000
19028,50018,26/06/22 12.24,1,4932,1,38000
19030,50023,26/06/22 12.29,1,11998,1,106000
19035,50033,26/06/22 12.35,1,3471,1,255000
19038,50035,26/06/22 12.39,1,12002,1,58000
19041,50048,26/06/22 12.54,1,12003,1,70000
19042,50051,26/06/22 13.02,1,12004,1,72000
19045,50053,26/06/22 13.08,1,12005,1,96000
19047,50058,26/06/22 13.11,1,12006,1,54000
19055,50072,26/06/22 13.23,1,12010,1,48000
19056,50074,26/06/22 13.27,1,12012,1,123000
19059,50091,26/06/22 13.39,1,12014,1,165000
19060,50100,26/06/22 13.43,1,12015,1,93000
19066,50125,26/06/22 14.09,0,4643,1,113000
19068,50131,26/06/22 14.12,1,580,1,124000
19069,50136,26/06/22 14.23,1,12017,1,180000
19071,50139,26/06/22 14.28,1,8863,1,114000
19073,50146,26/06/22 14.29,1,12019,1,125000
19076,50150,26/06/22 14.35,1,12020,1,43000
19077,50151,26/06/22 14.37,1,12021,1,160000
19078,50154,26/06/22 14.38,1,10744,1,713000
19080,50156,26/06/22 14.40,1,10469,1,120000
19083,50165,26/06/22 14.45,1,12024,1,120000
19084,50161,26/06/22 14.46,1,1374,1,146000
19094,50181,26/06/22 15.00,1,9801,1,277000
19099,50200,26/06/22 15.24,1,5832,1,105000
19100,50201,26/06/22 15.26,1,12030,1,86000
19102,50202,26/06/22 15.29,1,11231,1,141000
19104,50210,26/06/22 15.39,1,6654,1,135000
19108,50223,26/06/22 15.50,1,12033,1,110000
19114,50232,26/06/22 15.55,1,741,1,493000
19116,50240,26/06/22 15.58,1,12039,1,236000
19118,50235,26/06/22 15.59,1,12037,1,110000
19121,50242,26/06/22 16.03,1,12040,1,110000
19123,50244,26/06/22 16.05,1,12042,1,90000
19126,50250,26/06/22 16.09,1,12043,1,36000
19127,50252,26/06/22 16.13,1,8150,1,43000
19129,50255,26/06/22 16.15,1,10634,1,108000
19131,50258,26/06/22 16.24,1,1434,1,540000
19132,50260,26/06/22 16.24,1,11385,1,165000
19133,50264,26/06/22 16.33,1,12044,1,70000
19136,50272,26/06/22 16.40,1,12046,1,76000
19138,50274,26/06/22 16.43,1,10464,1,294000
19139,50279,26/06/22 16.51,1,5523,1,22000
19141,50282,26/06/22 16.56,1,12047,1,150000
19144,50290,26/06/22 17.07,1,12049,1,58000
19145,50292,26/06/22 17.12,1,12050,1,30000
19146,50296,26/06/22 17.16,1,7260,1,638000
19150,50308,26/06/22 17.28,1,1954,1,36000
19151,50312,26/06/22 17.29,1,12053,1,54000
19152,50318,26/06/22 17.35,1,12054,1,40000
19154,50321,26/06/22 17.38,0,7511,1,128000
19157,50325,26/06/22 17.45,1,12055,1,83000
19158,50329,26/06/22 17.46,0,10700,1,285000
19161,50333,26/06/22 17.48,1,12058,1,132000
19165,50348,26/06/22 18.10,1,559,1,195000
19166,50349,26/06/22 18.11,0,9770,1,64000
19169,50355,26/06/22 18.21,1,12061,1,105000
19170,50359,26/06/22 18.22,1,3917,1,287000
19175,50376,26/06/22 18.41,1,12062,1,175000
19178,50385,26/06/22 18.54,1,4807,1,90000
19180,50390,26/06/22 19.01,1,12064,1,283000
19181,50399,26/06/22 19.07,1,6468,1,132000
19182,50394,26/06/22 19.07,1,12065,1,60000
19188,50413,26/06/22 19.34,1,3277,1,78000
19196,50430,26/06/22 19.50,1,5600,1,143000
19198,50438,26/06/22 20.03,1,5161,1,220000
19210,50470,26/06/22 20.53,1,12076,1,46000
19219,50503,26/06/22 21.28,1,2004,1,203000
19228,50514,26/06/22 21.50,1,12083,1,34000
19232,50522,26/06/22 22.07,1,12085,1,54000
19234,50530,26/06/22 22.26,1,10563,1,528000
19239,50540,26/06/22 22.46,1,12088,1,80000
19243,50551,26/06/22 23.45,1,12090,1,80000
19245,50559,27/06/22 00.44,1,12092,1,75000
19246,50560,27/06/22 00.48,1,12093,1,64000
19250,50569,27/06/22 02.36,1,12097,1,131000
19251,50579,27/06/22 03.06,1,11061,1,213000
19254,50583,27/06/22 03.49,1,12098,1,142000
19257,50596,27/06/22 05.07,1,12100,1,75000
19261,50611,27/06/22 05.28,1,12101,1,54000
19264,50623,27/06/22 05.42,1,12103,1,150000
19267,50625,27/06/22 05.46,1,12104,1,74000
19269,50629,27/06/22 05.47,1,12105,1,60000
19271,50634,27/06/22 05.56,1,3772,1,255000
19273,50639,27/06/22 06.00,1,7447,1,701000
19283,50662,27/06/22 06.36,1,5908,1,110000
19286,50665,27/06/22 06.38,1,12112,1,131000
19287,50669,27/06/22 06.42,1,12113,1,110000
19290,50674,27/06/22 06.49,1,5329,1,551000
19291,50678,27/06/22 06.54,1,12114,1,155000
19293,50681,27/06/22 06.55,0,10536,1,61000
19295,50687,27/06/22 07.03,1,12117,1,165000
19301,50701,27/06/22 07.29,0,10262,1,16000
19306,50714,27/06/22 07.42,1,12123,1,95000
19309,50716,27/06/22 07.48,1,4032,1,553000
19314,50731,27/06/22 07.58,1,5315,1,165000
19316,50735,27/06/22 08.07,1,12128,1,54000
19319,50744,27/06/22 08.23,1,12129,1,88000
19323,50757,27/06/22 08.41,1,9400,1,394000
19324,50765,27/06/22 08.45,1,12131,1,595000
19326,50767,27/06/22 08.52,1,3673,1,159000
19327,50772,27/06/22 08.55,1,5383,1,92000
19329,50778,27/06/22 09.02,1,12133,1,120000
19332,50789,27/06/22 09.29,1,12020,1,118000
19338,50803,27/06/22 09.58,1,4538,1,319000
19339,50805,27/06/22 10.00,1,11169,1,97000
19341,50810,27/06/22 10.09,1,12137,1,319000
19342,50812,27/06/22 10.15,1,12138,1,81000
19343,50814,27/06/22 10.18,1,12139,1,120000
19346,50818,27/06/22 10.39,1,329,1,265000
19347,50821,27/06/22 10.45,1,12141,1,19000
19348,50824,27/06/22 11.01,1,5043,1,684000
19349,50825,27/06/22 11.06,1,12142,1,74000
19350,50828,27/06/22 11.16,1,12143,1,123000
19353,50832,27/06/22 11.50,1,12146,1,123000
19357,50842,27/06/22 12.04,1,11183,1,35000
19366,50864,27/06/22 12.41,1,12150,1,60000
19369,50871,27/06/22 12.50,1,12154,1,62000
19383,50915,27/06/22 13.44,1,12158,1,110000
19388,50927,27/06/22 14.00,1,9912,1,140000
19390,50931,27/06/22 14.04,1,12160,1,114000
19391,50933,27/06/22 14.11,1,6175,1,264000
19392,50937,27/06/22 14.17,1,1843,1,223000
19393,50936,27/06/22 14.17,1,6412,1,444000
19395,50941,27/06/22 14.20,1,12161,1,67000
19396,50940,27/06/22 14.23,1,824,1,827000
19398,50947,27/06/22 14.35,1,12129,1,175000
19401,50955,27/06/22 15.12,1,12164,1,155000
19402,50957,27/06/22 15.15,1,12165,1,146000
19408,50966,27/06/22 16.01,1,12168,1,140000
19413,50976,27/06/22 17.09,1,12170,1,88000
19414,50980,27/06/22 17.12,1,12171,1,235000
19418,50995,27/06/22 17.41,1,12173,1,106000
19425,51008,27/06/22 18.04,1,1955,1,346000
19428,51017,27/06/22 18.17,1,12176,1,108000
19431,51021,27/06/22 18.30,1,12177,1,80000
19436,51047,27/06/22 19.08,1,5022,1,236000
19442,51062,27/06/22 19.32,1,7092,1,555000
19443,51067,27/06/22 19.33,1,12178,1,89000
19450,51101,27/06/22 20.03,1,2306,1,598000
19451,51102,27/06/22 20.03,1,12183,1,78000
19461,51137,27/06/22 20.36,1,10757,1,255000
19462,51136,27/06/22 20.36,1,6444,1,392000
19465,51152,27/06/22 20.56,1,12189,1,96000
19469,51163,27/06/22 21.15,1,1961,1,633000
19473,51174,27/06/22 21.26,1,9607,1,240000
19474,51173,27/06/22 21.27,1,768,1,192000
19477,51185,27/06/22 21.39,0,2185,1,28000
19478,51188,27/06/22 21.40,1,10840,1,54000
19484,51198,27/06/22 22.03,1,5021,1,194000
19485,51200,27/06/22 22.15,1,5187,1,238000
19487,51207,27/06/22 22.22,1,7225,1,244000
19491,51211,27/06/22 22.51,1,11672,1,113000
19496,51227,27/06/22 23.42,1,12195,1,86000
19497,51228,28/06/22 00.00,1,1875,1,110000
19498,51235,28/06/22 01.05,1,1939,1,498000
19499,51236,28/06/22 01.06,1,12196,1,647000
19504,51252,28/06/22 03.49,1,12198,1,46000
19505,51254,28/06/22 04.15,1,12089,1,63000
19506,51259,28/06/22 04.37,1,12199,1,22000
19507,51262,28/06/22 05.00,1,12200,1,80000
19511,51268,28/06/22 05.12,0,5739,1,130000
19514,51276,28/06/22 05.26,1,11688,1,437000
19523,51298,28/06/22 06.10,1,12206,1,38000
19524,51295,28/06/22 06.11,1,12205,1,115000
19527,51314,28/06/22 06.29,1,6008,1,149000
19528,51316,28/06/22 06.30,1,11809,1,78000
19529,51312,28/06/22 06.30,1,12207,1,130000
19531,51317,28/06/22 06.33,1,12208,1,32000
19532,51320,28/06/22 06.38,1,12209,1,298000
19537,51336,28/06/22 07.04,1,6822,1,460000
19541,51343,28/06/22 07.13,1,12211,1,78000
19542,51349,28/06/22 07.19,1,7004,1,604000
19545,51352,28/06/22 07.23,1,12212,1,101000
19546,51358,28/06/22 07.24,1,12214,1,81000
19550,51365,28/06/22 07.33,1,11186,1,295000
19553,51375,28/06/22 07.39,1,12218,1,78000
19561,51396,28/06/22 07.53,1,9188,1,404000
19565,51409,28/06/22 08.10,1,12225,1,134000
19566,51407,28/06/22 08.11,1,12224,1,61000
19569,51412,28/06/22 08.16,1,4565,1,446000
19571,51416,28/06/22 08.25,1,12226,1,101000
19575,51426,28/06/22 08.41,1,12229,1,73000
19576,51431,28/06/22 08.49,1,5454,1,52000
19582,51461,28/06/22 09.37,1,7678,1,46000
19585,51471,28/06/22 09.56,1,12235,1,40000
19587,51472,28/06/22 09.57,1,340,1,40000
19593,51480,28/06/22 10.21,1,7623,1,252000
19596,51491,28/06/22 11.18,1,8586,1,931000
19600,51499,28/06/22 11.37,1,9115,1,210000
19603,51507,28/06/22 12.16,1,365,1,453000
19610,51525,28/06/22 12.54,1,11439,1,125000
